Method,LoggingLevel,Log
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferServer: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair receive(org.apache.hadoop.hdfs.net.Peer,java.io.OutputStream,java.io.InputStream,int,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL server skipping handshake in unsecured configuration for peer = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferServer: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair receive(org.apache.hadoop.hdfs.net.Peer,java.io.OutputStream,java.io.InputStream,int,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL server skipping handshake in secured configuration for peer = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferServer: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair receive(org.apache.hadoop.hdfs.net.Peer,java.io.OutputStream,java.io.InputStream,int,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL server doing general handshake for peer = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferServer: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair receive(org.apache.hadoop.hdfs.net.Peer,java.io.OutputStream,java.io.InputStream,int,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL server skipping handshake in secured configuration with no SASL protection configured for peer = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferServer: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair getEncryptedStreams(org.apache.hadoop.hdfs.net.Peer,java.io.OutputStream,java.io.InputStream)>",debug,Server using encryption algorithm  <*> 
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferServer: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair doSaslHandshake(java.io.OutputStream,java.io.InputStream,java.util.Map,javax.security.auth.callback.CallbackHandler)>",debug,Server using cipher suite  <*> 
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair send(java.net.InetAddress,java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.security.token.block.DataEncryptionKey,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL client doing encrypted handshake for addr = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair send(java.net.InetAddress,java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.security.token.block.DataEncryptionKey,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL client skipping handshake in unsecured configuration for addr = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair send(java.net.InetAddress,java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.security.token.block.DataEncryptionKey,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL client skipping handshake in secured configuration with privileged port for addr = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair send(java.net.InetAddress,java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.security.token.block.DataEncryptionKey,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL client skipping handshake in secured configuration with unsecured cluster for addr = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair send(java.net.InetAddress,java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.security.token.block.DataEncryptionKey,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL client doing general handshake for addr = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair send(java.net.InetAddress,java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.security.token.block.DataEncryptionKey,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL client skipping handshake in secured configuration with no SASL protection configured for addr = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair getEncryptedStreams(java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.security.token.block.DataEncryptionKey)>",debug,Client using encryption algorithm {}
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair checkTrustAndSend(java.net.InetAddress,java.io.OutputStream,java.io.InputStream,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataEncryptionKeyFactory,org.apache.hadoop.security.token.Token,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL client skipping handshake on trusted connection for addr = {}, datanodeId = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil: void checkSaslComplete(org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslParticipant,java.util.Map)>",debug,"Verifying QOP, requested QOP = {}, negotiated QOP = {}"
<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil: org.apache.hadoop.security.SaslPropertiesResolver getSaslPropertiesResolver(org.apache.hadoop.conf.Configuration)>,debug,"DataTransferProtocol not using SaslPropertiesResolver, no QOP found in configuration for {}"
<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil: org.apache.hadoop.security.SaslPropertiesResolver getSaslPropertiesResolver(org.apache.hadoop.conf.Configuration)>,debug,"DataTransferProtocol using SaslPropertiesResolver, configured QOP {} = {}, configured class {} = {}"
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair createStreamPair(org.apache.hadoop.conf.Configuration,org.apache.hadoop.crypto.CipherOption,java.io.OutputStream,java.io.InputStream,boolean)>",debug,Creating IOStreamPair of CryptoInputStream and CryptoOutputStream.
"<org.apache.hadoop.hdfs.protocol.datatransfer.PacketReceiver: void doRead(java.nio.channels.ReadableByteChannel,java.io.InputStream)>",trace,readNextPacket: dataPlusChecksumLen =  dataPlusChecksumLen  headerLen =  $i 
"<org.apache.hadoop.hdfs.protocol.BlockStoragePolicy: java.util.List chooseStorageTypes(short,java.lang.Iterable,java.util.EnumSet,boolean)>",warn,"Failed to place enough replicas: expected size is  expectedSize  but only  <*>  storage types can be selected  (replication= $i , selected= <*> , unavailable= unavailables , removed= $u , policy= this ) "
"<org.apache.hadoop.hdfs.PeerCache: void <init>(int,long)>",info,SocketCache disabled.
"<org.apache.hadoop.hdfs.PeerCache: org.apache.hadoop.hdfs.net.Peer get(org.apache.hadoop.hdfs.protocol.DatanodeID,boolean)>",warn,"got IOException closing stale peer  <*> , which is  ageMs  ms old "
<org.apache.hadoop.hdfs.net.TcpPeerServer: void close()>,error,error closing TcpPeerServer: 
<org.apache.hadoop.hdfs.net.DomainPeerServer: void close()>,error,error closing DomainPeerServer: 
"<org.apache.hadoop.hdfs.NameNodeProxies: org.apache.hadoop.hdfs.server.namenode.ha.AbstractNNFailoverProxyProvider createFailoverProxyProvider(org.apache.hadoop.conf.Configuration,java.net.URI,java.lang.Class,boolean,java.util.concurrent.atomic.AtomicBoolean)>",debug,Couldn\'t create proxy provider  failoverProxyProviderClass 
"<org.apache.hadoop.hdfs.NameNodeProxies: org.apache.hadoop.hdfs.NameNodeProxies$ProxyAndInfo createProxyWithLossyRetryHandler(org.apache.hadoop.conf.Configuration,java.net.URI,java.lang.Class,int,java.util.concurrent.atomic.AtomicBoolean)>",warn,Currently creating proxy using LossyRetryInvocationHandler requires NN HA setup
"<org.apache.hadoop.hdfs.NameNodeProxies: org.apache.hadoop.hdfs.NameNodeProxies$ProxyAndInfo createNonHAProxy(org.apache.hadoop.conf.Configuration,java.net.InetSocketAddress,java.lang.Class,org.apache.hadoop.security.UserGroupInformation,boolean,java.util.concurrent.atomic.AtomicBoolean)>",error,Unsupported protocol found when creating the proxy connection to NameNode:  <*> 
<org.apache.hadoop.hdfs.LeaseRenewer: void run(int)>,debug,Lease renewer daemon for  <*>  with renew id  id  executed 
<org.apache.hadoop.hdfs.LeaseRenewer: void run(int)>,debug,Lease renewer daemon for  <*>  with renew id  id  is not current 
<org.apache.hadoop.hdfs.LeaseRenewer: void run(int)>,debug,Lease renewer daemon for  <*>  with renew id  id  expired 
<org.apache.hadoop.hdfs.LeaseRenewer: void run(int)>,warn,Failed to renew lease for  <*>  for  <*>  seconds.  Aborting ... 
<org.apache.hadoop.hdfs.LeaseRenewer: void run(int)>,warn,Failed to renew lease for  <*>  for  <*>  seconds.  Will retry shortly ... 
<org.apache.hadoop.hdfs.LeaseRenewer: void renew()>,debug,Did not renew lease for client  c 
<org.apache.hadoop.hdfs.LeaseRenewer: void renew()>,debug,Lease renewed for client  <*> 
<org.apache.hadoop.hdfs.LeaseRenewer: void interruptAndJoin()>,debug,Wait for lease checker to terminate
<org.apache.hadoop.hdfs.LeaseRenewer$1: void run()>,debug,Lease renewer daemon for  <*>  with renew id  <*>  started 
<org.apache.hadoop.hdfs.LeaseRenewer$1: void run()>,debug,Lease renewer daemon for  <*>  with renew id  <*>  exited 
<org.apache.hadoop.hdfs.LeaseRenewer$1: void run()>,debug,<*>  is interrupted. 
<org.apache.hadoop.hdfs.LeaseRenewer$1: void run()>,debug,Lease renewer daemon for  <*>  with renew id  <*>  exited 
<org.apache.hadoop.hdfs.LeaseRenewer$1: void run()>,debug,Lease renewer daemon for  <*>  with renew id  <*>  exited 
"<org.apache.hadoop.hdfs.HAUtil: void cloneDelegationTokenForLogicalUri(org.apache.hadoop.security.UserGroupInformation,java.net.URI,java.util.Collection)>",debug,Mapped HA service delegation token for logical URI  haUri  to namenode  singleNNAddr 
"<org.apache.hadoop.hdfs.HAUtil: void cloneDelegationTokenForLogicalUri(org.apache.hadoop.security.UserGroupInformation,java.net.URI,java.util.Collection)>",debug,No HA service delegation token found for logical URI  haUri 
"<org.apache.hadoop.hdfs.DFSUtil: org.apache.hadoop.http.HttpServer2$Builder httpServerTemplateForNNAndJN(org.apache.hadoop.conf.Configuration,java.net.InetSocketAddress,java.net.InetSocketAddress,java.lang.String,java.lang.String,java.lang.String)>",info,Starting web server as:  <*> 
"<org.apache.hadoop.hdfs.DFSUtil: org.apache.hadoop.http.HttpServer2$Builder httpServerTemplateForNNAndJN(org.apache.hadoop.conf.Configuration,java.net.InetSocketAddress,java.net.InetSocketAddress,java.lang.String,java.lang.String,java.lang.String)>",info,Starting Web-server for  name  at:  <*> 
"<org.apache.hadoop.hdfs.DFSUtil: org.apache.hadoop.http.HttpServer2$Builder httpServerTemplateForNNAndJN(org.apache.hadoop.conf.Configuration,java.net.InetSocketAddress,java.net.InetSocketAddress,java.lang.String,java.lang.String,java.lang.String)>",info,Starting Web-server for  name  at:  <*> 
<org.apache.hadoop.hdfs.DFSUtil: org.apache.hadoop.http.HttpConfig$Policy getHttpPolicy(org.apache.hadoop.conf.Configuration)>,warn,hadoop.ssl.enabled is deprecated. Please use dfs.http.policy.
<org.apache.hadoop.hdfs.DFSUtil: org.apache.hadoop.http.HttpConfig$Policy getHttpPolicy(org.apache.hadoop.conf.Configuration)>,warn,dfs.https.enable is deprecated. Please use dfs.http.policy.
"<org.apache.hadoop.hdfs.DFSUtil: java.util.Map getAddressesForNameserviceId(org.apache.hadoop.conf.Configuration,java.lang.String,java.lang.String,java.lang.String[])>",warn,Namenode for  nsId  remains unresolved for ID  nnId .  Check your hdfs-site.xml file to  ensure namenodes are configured properly. 
"<org.apache.hadoop.hdfs.DFSUtil: java.lang.String[] getSuffixIDs(org.apache.hadoop.conf.Configuration,java.lang.String,java.lang.String,java.lang.String,org.apache.hadoop.hdfs.DFSUtil$AddressMatcher)>",warn,Exception in creating socket address  <*> 
"<org.apache.hadoop.hdfs.DFSOutputStream: void writeChunk(byte[],int,int,byte[],int,int)>",debug,"DFSClient writeChunk allocating new packet seqno= <*> , src= <*> , packetSize= <*> , chunksPerPacket= <*> , bytesCurBlock= <*> "
"<org.apache.hadoop.hdfs.DFSOutputStream: void writeChunk(byte[],int,int,byte[],int,int)>",debug,"DFSClient writeChunk packet full seqno= <*> , src= <*> , bytesCurBlock= <*> , blockSize= <*> , appendChunk= <*> "
<org.apache.hadoop.hdfs.DFSOutputStream: void waitForAckedSeqno(long)>,debug,Waiting for ack for:  seqno 
<org.apache.hadoop.hdfs.DFSOutputStream: void waitForAckedSeqno(long)>,warn,Slow waitForAckedSeqno took  <*> ms (threshold= <*> ms) 
<org.apache.hadoop.hdfs.DFSOutputStream: void queueCurrentPacket()>,debug,Queued packet  <*> 
"<org.apache.hadoop.hdfs.DFSOutputStream: void flushOrSync(boolean,java.util.EnumSet)>",debug,DFSClient flush() : bytesCurBlock  <*>  lastFlushOffset  <*> 
"<org.apache.hadoop.hdfs.DFSOutputStream: void flushOrSync(boolean,java.util.EnumSet)>",warn,Unable to persist blocks in hflush for  <*> 
"<org.apache.hadoop.hdfs.DFSOutputStream: void flushOrSync(boolean,java.util.EnumSet)>",warn,Error while syncing
"<org.apache.hadoop.hdfs.DFSOutputStream: void computePacketChunkSize(int,int)>",debug,"computePacketChunkSize: src= <*> , chunkSize= chunkSize , chunksPerPacket= <*> , packetSize= <*> "
<org.apache.hadoop.hdfs.DFSOutputStream: void completeFile(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,info,Unable to close file because dfsclient  was unable to contact the HDFS servers. clientRunning  <*>  hdfsTimeout  <*> 
<org.apache.hadoop.hdfs.DFSOutputStream: void completeFile(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,info,Could not complete  <*>  retrying... 
<org.apache.hadoop.hdfs.DFSOutputStream: void completeFile(org.apache.hadoop.hdfs.protocol.ExtendedBlock)>,warn,Caught exception 
"<org.apache.hadoop.hdfs.DFSOutputStream: void <init>(org.apache.hadoop.hdfs.DFSClient,java.lang.String,org.apache.hadoop.util.Progressable,org.apache.hadoop.hdfs.protocol.HdfsFileStatus,org.apache.hadoop.util.DataChecksum)>",debug,Set non-null progress callback on DFSOutputStream  src 
"<org.apache.hadoop.hdfs.DFSOutputStream: java.net.Socket createSocketForPipeline(org.apache.hadoop.hdfs.protocol.DatanodeInfo,int,org.apache.hadoop.hdfs.DFSClient)>",debug,Connecting to datanode  <*> 
"<org.apache.hadoop.hdfs.DFSOutputStream: java.net.Socket createSocketForPipeline(org.apache.hadoop.hdfs.protocol.DatanodeInfo,int,org.apache.hadoop.hdfs.DFSClient)>",debug,Send buf size  <*> 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void run()>,debug,Allocating new block
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void run()>,debug,Append to block  <*> 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void run()>,debug,DataStreamer block  <*>  sending packet  e_ 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void run()>,warn,Caught exception 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void run()>,warn,Caught exception 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void run()>,warn,Caught exception 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void run()>,warn,DataStreamer Exception
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void endBlock()>,debug,Closing old block  <*> 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void closeResponder()>,warn,Caught exception 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: void addDatanode2ExistingPipeline()>,debug,lastAckedSeqno =  <*> 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: org.apache.hadoop.hdfs.protocol.LocatedBlock nextBlockOutputStream()>,info,Abandoning  <*> 
<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: org.apache.hadoop.hdfs.protocol.LocatedBlock nextBlockOutputStream()>,info,Excluding datanode  <*> 
"<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: org.apache.hadoop.hdfs.protocol.LocatedBlock locateFollowingBlock(long,org.apache.hadoop.hdfs.protocol.DatanodeInfo[])>",info,Exception while adding a block
"<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: org.apache.hadoop.hdfs.protocol.LocatedBlock locateFollowingBlock(long,org.apache.hadoop.hdfs.protocol.DatanodeInfo[])>",info,Waiting for replication for  <*>  seconds 
"<org.apache.hadoop.hdfs.DFSOutputStream$DataStreamer: org.apache.hadoop.hdfs.protocol.LocatedBlock locateFollowingBlock(long,org.apache.hadoop.hdfs.protocol.DatanodeInfo[])>",warn,NotReplicatedYetException sleeping  <*>  retries left  retries 
